"","title","date_posted","position","location","url","District","Archive_Date"
"302","LMS Assistant Co-Ed Soccer Coach","6/5/2025","Athletics/Activities/","Lincoln Middle School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"303","GRHS Assistant Girls Basketball Coach","7/31/2025","Athletics/Activities/","Green River High School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"304","Custodian (Third Shift 10:30 pm to 6:00 am)","3/27/2025","Maintenance/Custodial/","Green River High School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"305","Custodial Grounds Caretaker","10/29/2024","Maintenance/Custodial/","Maintenance Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"306","Substitute Custodian","7/10/2025","Maintenance/Custodial/","Maintenance Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"307","Nutrition Services Floater","7/31/2025","Nutrition Services/","Lincoln Middle School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"308","Nutrition Services worker","8/11/2025","Nutrition Services/","Washington Elementary School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"309","Substitute Nutrition Services","7/10/2025","Nutrition Services/","Nutrition Services Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"310","Substitute Teacher","7/10/2025","Substitute/","Central Office","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"311","Substitute Teacher Aide","7/10/2025","Substitute/","Central Office","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"312","Special Education Paraprofessionals","8/8/2025","Support Staff/","Lincoln Middle School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"313","Substitute Mechanic","7/10/2025","Transportation","Transportation Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"314","Bus Aide","7/31/2025","Transportation/","Transportation Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"315","Substitute Bus Aide","7/10/2025","Transportation/","Transportation Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"316","Substitute Bus Driver","7/10/2025","Transportation/","Transportation Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-26
"317","ATHLETIC TRAINER","7/15/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"318","High School Head Softball Coach","8/7/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"319","High School Assistant Nordic Skiing Coach","8/22/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"320","High School Assistant Speech and Debate Coach","4/25/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"321","High School Assistant Alpine Skiing Coach","5/20/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"322","High School Assistant Girls Basketball Coach","6/3/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"323","Middle School Assistant Track Coach","6/10/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"324","Elementary Dual Immersion Teacher, 3rd Grade-Spanish Instruction","2/14/2025","Elementary School Teaching/","Munger Mountain Elementary","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"325","After School Program Teacher, Alta Elementary","6/16/2025","Extra Duty","Alta Elementary School","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"326","Substitute Custodians","10/29/2019","Maintenance/Custodial/","Facilities","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"327","Engineer I","9/2/2025","Maintenance/Custodial/","Facilities","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"328","Special Education Paraprofessional(s) Grades 6-12","9/18/2025","Paraprofessional/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"329","Early Education Teacher, Birth to age 3","3/13/2025","Student Support Services/","TCSD Cubs","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"330","Permanent Support Specialist (Permanent Substitute)","10/21/2024","Substitute/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"331","Substitute Teachers/Nurses","2/11/2020","Substitute/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"332","Long Term Sub 5th Grade Dual Immersion Teacher-English Instruction","8/29/2025","Substitute/","Munger Mountain Elementary","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"333","Substitute Para/Secretary","2/11/2020","Substitute/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"334","MORAN Route Driver","11/20/2024","Transportation/","Transportation","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"335","Route Bus Driver","10/29/2019","Transportation/","Transportation","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"336","Substitute Bus Drivers","10/29/2019","Transportation/","Transportation","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-26
"337","Mechanic - Light Duty","9/2/2025","Support Staff/","Transportation","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1",2025-09-26
"338","Part-time Food Service Specialist","9/23/2025","Support Staff/","Evanston High School","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1",2025-09-26
"339","Temporary Part-time Piano Accompanist","8/23/2023","Support Staff/","Evanston High School","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1",2025-09-26
"340","Full-time and Part-time Classroom Aides and SPED Paraprofessionals","7/16/2025","Support Staff/","District Wide","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1",2025-09-26
"341","Lifeguard","9/16/2025","Aquatic Center Staff/","Worland Aquatic Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"342","Lifeguard - HS Student","1/8/2024","Aquatic Center Staff/","Worland Aquatic Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"343","HS Assistant Indoor Track Coach","4/29/2025","Athletics/Activities","Worland High School","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"344","HS Assistant Cheer Coach","4/29/2025","Athletics/Activities","Worland High School","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"345","Paraeducator - Part-Time","9/24/2025","Paraprofessional","08/18/2025","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"346","SLP-Assistant","5/14/2025","Special Education Services","Education Resource Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"347","Speech Language Pathologist","12/18/2024","Special Education Services","Education Resource Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"348","Substitute Bus Driver","7/1/2021","Substitute/","Bus Barn","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"349","Substitute Cook","11/4/2020","Substitute/","District","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"350","Substitute Housekeeper","1/21/2019","Substitute/",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"351","Substitute Paraeducator","3/2/2016","Substitute/",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"352","Substitute Teacher","3/2/2016","Substitute/",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-26
"353","Sixth Grade Teacher","09/24/2025","Certified","SUNFLOWER ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"354","Instructional Teacher Assistant","09/24/2025","Classified","LAKEVIEW ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"355","Emotionally Disabled Special Programs Education Assistant","09/24/2025","Classified","CONESTOGA ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"356","Custodian","09/24/2025","Classified","PRONGHORN ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"357","Special Programs Education Assistant","09/24/2025","Classified","MEADOWLARK ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"358","Head Girls Outdoor Track Coach","09/24/2025","Coaching","THUNDER BASIN HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"359","Nutrition Service Assistant","09/24/2025","Classified","NUTRITION SERVICES DEPT","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"360","Special Programs Education Assistant for Students with High Needs","09/19/2025","Classified","STOCKTRAIL ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"361","Special Programs Education Assistant/ASD","09/19/2025","Classified","LAKEVIEW ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"362","Asst. HS Track Coach","09/17/2025","Coaching","CAMPBELL COUNTY HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"363","Vocational Job Coach","09/17/2025","Classified","THUNDER BASIN HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"364","Assistant Cook","09/17/2025","Classified","NUTRITION SERVICES DEPT","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"365","7/8 Boys Basketball Coach","09/17/2025","Coaching","SAGE VALLEY JUNIOR HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"366","Assistant Head Custodian","09/17/2025","Classified","THUNDER BASIN HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"367","Special Programs Education Assistant for Students with High Needs","09/11/2025","Classified","CAMPBELL COUNTY HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"368","Skilled Maintenance Crafts - Mechanic","09/11/2025","Classified","BUILDINGS AND GROUNDS DEPARTMENT","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"369","Title I Teacher Assistant","09/10/2025","Classified","SUNFLOWER ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"370","Special Programs Education Assistant","09/03/2025","Classified","ROZET ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"371","Special Programs Education Assistant","09/03/2025","Classified","PRONGHORN ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"372","Hearing Impaired Interpreter","09/03/2025","Classified","PRONGHORN ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"373","Dual Language Immersion Teacher - Spanish","08/27/2025","Certified","STOCKTRAIL ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"374","Student Custodian","08/20/2025","Classified","TWIN SPRUCE JUNIOR HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"375","Behavior Assistant","08/20/2025","Classified","ROZET ELEMENTARY","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"376","Jr. Cheerleading Sponsor","08/11/2025","Coaching","WRIGHT JR./SR. HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"377","JH Boys Basketball Coach","08/07/2025","Coaching","WRIGHT JR./SR. HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"378","Foreign Language Teacher - German","07/29/2025","Certified","CAMPBELL COUNTY HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"379","Teacher for the Deaf and Hard of Hearing","07/23/2025","Certified","SPECIAL SERVICES CENTER","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"380","Orientation and Mobility Specialist","07/23/2025","Certified","SPECIAL SERVICES CENTER","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"381","SPEA for Students with Visual Impairment","07/16/2025","Classified","SPECIAL SERVICES CENTER","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"382","ACTIVITY BUS DRIVER","07/02/2025","Classified","TRANSPORTATION DEPT.","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"383","BUS DRIVER/BUS DRIVER IN TRAINING","07/02/2025","Classified","TRANSPORTATION DEPT.","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"384","Substitute School Nurse","06/11/2025","Substitute","SUBSTITUTE SCHOOL NURSE","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"385","Substitute Teacher","06/11/2025","Substitute","SUBSTITUTE TEACHER","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"386","7/8 Football Coach","05/23/2025","Coaching","WRIGHT JR./SR. HIGH SCHOOL","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"387","SCHOOL PSYCHOLOGIST INTERN","01/31/2025","Certified","SPECIAL SERVICES CENTER","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"388","Sample Classified Position","02/16/2010","Classified","SUBSTITUTE TEACHER","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"389","Sample Certified Position","02/16/2010","Certified","DISTRICT POSITION","https://campbell.tedk12.com/hire/index.aspx","Campbell County Scholl District 1",2025-09-26
"390","2025-2026 HS Track Assistant Coach","08/27/2025","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-26
"391","2025-2026 HS Wrestling Assistant Coach","08/05/2025","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-26
"392","2025-2026 MS Wrestling Assistant Coach","08/05/2025","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-26
"393","2025-2026 Drama Club Sponsor","05/23/2025","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-26
"394","Licensed Mental Health Counselor","04/17/2025","Certified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-26
"395","Substitute Custodian/Food Service","02/01/2025","Classified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-26
"396","Substitute Bus Driver","04/01/2024","Classified","Central Office","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-26
"397","Substitute - Classified -  Para/Secretary","04/01/2024","Classified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-26
"398","Substitute Teaching","04/01/2024","Substitute","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-26
"399","Transportation Aide - Torrington Route","09/19/2025","Transportation","Transportation Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"400","Transportation Aide - Southeast Schools Route","09/18/2025","Transportation","Transportation Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"401","Special Education Paraprofessional - Trail Elementary (2 Positions)","09/18/2025","Support","Trail Elementary School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"402","Special Education Paraprofessional - Torrington Middle School (2 Positions)","09/18/2025","Support","Torrington Middle School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"403","Custodian (fulltime) - Southeast Schools","09/18/2025","Maintenance","Southeast Schools","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"404","Custodian (fulltime) - Torrington High School","09/18/2025","Maintenance","Torrington High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"405","Teacher - Secondary Math - Torrington High School","09/18/2025","Secondary Certified","Torrington High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"406","Teacher - Band (Torrington High School & Torrington Middle School) - Reposted","09/18/2025","Secondary Certified","Torrington Middle and High Schools","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"407","Special Education Paraprofessional - Lincoln Elementary","09/04/2025","Support","Lincoln Elementary School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"408","Special Education Paraprofessional - Torrington High School (REPOSTED)","08/19/2025","Support","Torrington High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"409","Social Worker/Counselor - District (REPOSTED) - 2 Positions","07/10/2025","Specialist - Certified","District Wide","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"410","Bus Driver/ Sub Bus Driver","01/01/2025","Bus Driver","Transportation Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"411","Future Administrative Positions","01/01/2025","Administrative - building","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"412","Future Substitute Teacher Positions","01/01/2025","Substitute","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"413","Future Classified Positions","01/01/2025","Support","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"414","Future Certified Positions","01/01/2025","K-12","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"415","Speech Language Pathologist - District","07/11/2023","Specialist - Certified","Office of Special Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-26
"416","Part-Time Custodian",NA,"Part-Time Custodian","Crook County School District 1","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"417","Substitute Custodian",NA,"Substitute Custodian","Sundance Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"418","Substitute Custodian",NA,"Substitute Custodian","Moorcroft Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"419","Substitute Custodian",NA,"Substitute Custodian","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"420","Substitute Teacher",NA,"Substitute Teacher","Sundance Elementary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"421","Substitute Teacher",NA,"Substitute Teacher","Moorcroft Elementary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"422","Substitute Teacher",NA,"Substitute Teacher","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"423","Substitute & Activity Bus Drivers",NA,"Substitute & Activity Bus Drivers","Sundance Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"424","Substitute & Activity Bus Drivers",NA,"Substitute & Activity Bus Drivers","Moorcroft Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"425","Substitute & Activity Bus Drivers",NA,"Substitute & Activity Bus Drivers","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"426","Cook",NA,"Cook","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"427","Route Bus Driver",NA,"Route Bus Driver","Moorcroft Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"428","Junior High Boys Basketball Coach",NA,"Junior High Boys Basketball Coach","Moorcroft Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"429","Junior High Track Coach",NA,"Junior High Track Coach","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"430","K-12 Music Teacher",NA,"K-12 Music Teacher","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-26
"431","Secretary - Department of Instruction [CS33]","Sep 23, 2025 6:00 AM (UTC)","Secretary - Department of Instruction [CS33]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"432","Paraeducator Special Education [XP08]","Sep 23, 2025 6:00 AM (UTC)","Paraeducator Special Education [XP08]","AFFLERBACH ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"433","Assistant Speech and Debate Coach (50%)","Sep 23, 2025 6:00 AM (UTC)","Assistant Speech and Debate Coach (50%)","CENTRAL HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"434","Nutrition Services Aid [NU02]","Sep 23, 2025 6:00 AM (UTC)","Nutrition Services Aid [NU02]","MCCORMICK JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"435","Nutrition Services Aid [NU02]","Sep 23, 2025 6:00 AM (UTC)","Nutrition Services Aid [NU02]","MCCORMICK JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"436","Assistant Girls Basketball Coach","Sep 23, 2025 6:00 AM (UTC)","Assistant Girls Basketball Coach","JOHNSON JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"437","Assistant Boys Basketball Coach","Sep 23, 2025 6:00 AM (UTC)","Assistant Boys Basketball Coach","JOHNSON JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"438","Custodial - General Class 3 [CU05]","Sep 23, 2025 6:00 AM (UTC)","Custodial - General Class 3 [CU05]","ANDERSON ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"439","Paraeducator In-School Suspension [PA09]","Sep 16, 2025 6:00 AM (UTC)","Paraeducator In-School Suspension [PA09]","SOUTH HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"440","Nutrition Services Warehouse Technician [TE03]","Sep 16, 2025 6:00 AM (UTC)","Nutrition Services Warehouse Technician [TE03]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"441","Mechanic - Transportation [TS21]","Sep 16, 2025 6:00 AM (UTC)","Mechanic - Transportation [TS21]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"442","Paraeducator General 2025/2026 Contract Year Only [PA14]","Sep 16, 2025 6:00 AM (UTC)","Paraeducator General 2025/2026 Contract Year Only [PA14]","SUNRISE ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"443","General Music Teacher - Elementary and Secondary [TB03]","Sep 12, 2025 6:00 AM (UTC)","General Music Teacher - Elementary and Secondary [TB03]","ARP ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"444","Occupational Therapist [XT06]","Sep 12, 2025 6:00 AM (UTC)","Occupational Therapist [XT06]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"445","Nutrition Services Aid [NU02]","Sep 11, 2025 6:00 AM (UTC)","Nutrition Services Aid [NU02]","JOHNSON JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"446","Assistant - Speech Language Pathology [XI02]","Sep 11, 2025 6:00 AM (UTC)","Assistant - Speech Language Pathology [XI02]","HOBBS ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"447","Nutrition Services Aid [NU02]","Sep 11, 2025 6:00 AM (UTC)","Nutrition Services Aid [NU02]","MCCORMICK JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"448","Assistant Boys Basketball Coach","Sep 10, 2025 6:00 AM (UTC)","Assistant Boys Basketball Coach","CAREY JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"449","Assistant Girls Basketball Coach","Sep 10, 2025 6:00 AM (UTC)","Assistant Girls Basketball Coach","CAREY JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"450","Paraeducator eHelper [XP08]","Sep 08, 2025 6:00 AM (UTC)","Paraeducator eHelper [XP08]","BAIN ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"451","Paraeducator Resource Room [XP08]","Sep 08, 2025 6:00 AM (UTC)","Paraeducator Resource Room [XP08]","SUNRISE ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"452","Custodial - Head Class 4 [CU07]","Sep 08, 2025 6:00 AM (UTC)","Custodial - Head Class 4 [CU07]","JESSUP ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"453","Paraeducator Special Needs Center Based [XP09]","Sep 08, 2025 6:00 AM (UTC)","Paraeducator Special Needs Center Based [XP09]","DAVIS ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"454","Student Sweeper - Custodial [ST05]","Sep 02, 2025 6:00 AM (UTC)","Student Sweeper - Custodial [ST05]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"455","ESP/Resource Room Paraeducator [XP08]","Sep 02, 2025 6:00 AM (UTC)","ESP/Resource Room Paraeducator [XP08]","JOHNSON JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
"456","Transportation Assistant [TR01]","Sep 02, 2025 6:00 AM (UTC)","Transportation Assistant [TR01]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-26
